ID_UNI;REGIONE;EDIZIONE;TIPO_ORG;Ambito
176-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;ARTIPLAS, EVENTI, INTEG_SO, TEATRO
177-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, EDITORIA, OPENDATA
178-cheFare 2 (2013/2014);Friuli Venezia Giulia;cheFare 2 (2013/2014);Consorzio;COMMUNIT, RIV_ONLI
179-cheFare 2 (2013/2014);Friuli Venezia Giulia;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, EVENTI, INTEG_SO
180-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, BIBLIOTE
181-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;CINEMA, CROWDFUN, DIDATTIC, EVENTI, FORMAZIO, LETTERAT, TEATRO, WEB
182-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Altro tipo di organizzazione;APP_SOFT, DIDATTIC, INTEG_SO
183-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Società cooperativa;BENI_CUL, INTEG_SO, TURISMO
184-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione;CINEMA, CROWDFUN, FESTIVAL
185-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione sportiva;PEDAGOGI, PERF_ART, SPORT
186-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione;DANZA, INTEG_SO
187-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;FORMAZIO
188-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Organizzazione di volontariato/O.N.G.;CONCORSO, INTEG_SO, MUSICA, TURISMO
189-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Comitato;ARTIPLAS, BENI_CUL, FUNDRAIS
190-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);S.s.r.l.;SOCIALNE, WEB
191-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;ARTIPLAS, BENI_CUL, FESTIVAL
192-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Altro tipo di organizzazione;CROWDFUN, INTEG_SO, PERF_ART
193-cheFare 2 (2013/2014);Basilicata;cheFare 2 (2013/2014);S.r.l.;APP_SOFT, BENI_CUL, MUSEI
194-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione culturale;ARCHEOLO, EVENTI, VIDEO, WEB
195-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CINEMA, FORMAZIO, INTEG_SO
196-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);S.n.c.;DIDATTIC, FORMAZIO, INFANZIA, INTEG_SO, LINGUE_S, PEDAGOGI, PSICOLOG, SOCIOLOG, SPORT, TURISMO
197-cheFare 2 (2013/2014);Calabria;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, FORMAZIO, FOTOGRAF
198-cheFare 2 (2013/2014);Umbria;cheFare 2 (2013/2014);Associazione;INTEG_SO, VIDEO, TURISMO
199-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione;COMMUNIT, EVENTI, MUSICA, TEATRO
200-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione culturale;ARTIPLAS, CINEMA, CONCORSO, DANZA, FESTIVAL, MUSICA, PERF_ART, PITTURA, TEATRO, VIDEO
201-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;
202-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, PERF_ART, WEB
203-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione;BENI_CUL, COMMUNIT, EVENTI, FORMAZIO, MUSEI, OPENDATA, SOCIALNE, WEB, TURISMO
204-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Altro tipo di organizzazione;ARTIPLAS, DIDATTIC, TURISMO
205-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Società cooperativa;APP_SOFT, BENI_CUL, MUSEI
206-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Società cooperativa;INTEG_SO, WEB
207-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Altro tipo di organizzazione;ANTROPOL, FOTOGRAF, MUSICA
208-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione;RIV_ONLI
209-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione culturale;EVENTI, FESTIVAL, MUSICA
210-cheFare 2 (2013/2014);Calabria;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FORMAZIO, INFANZIA
211-cheFare 2 (2013/2014);Abruzzo e Molise;cheFare 2 (2013/2014);Associazione culturale;ARTIPLAS, DIDATTIC, FESTIVAL, PERF_ART, RIV_ONLI
212-cheFare 2 (2013/2014);Marche;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, MUSEI, TURISMO
213-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Altro tipo di organizzazione;COWORKIN, SOCIALNE, SOCIOLOG
214-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;COMMUNIT, EVENTI, PERF_ART
215-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Altro tipo di organizzazione;DIDATTIC, INFANZIA, MUSICA
216-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);S.r.l.;CINEMA, COMMUNIT, FORMAZIO
217-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Consorzio;APP_SOFT, BENI_CUL, FORMAZIO
218-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Fondazione;ARCHITET, DESIGN, MUSICA
219-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Fondazione;INTEG_SO, MODA, SOCIALNE
220-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione culturale;ARCHITET, BENI_CUL, OPENDATA, SOCIALNE
221-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Associazione;EVENTI
222-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);S.r.l.;FORMAZIO, LETTERAT
223-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione culturale;EVENTI, FESTIVAL, FORMAZIO, WEB
224-cheFare 2 (2013/2014);Marche;cheFare 2 (2013/2014);Associazione culturale;DANZA, MUSICA, TEATRO
225-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ANTROPOL, FORMAZIO, SOCIOLOG
226-cheFare 2 (2013/2014);Friuli Venezia Giulia;cheFare 2 (2013/2014);Altro tipo di organizzazione;ARTIPLAS, FESTIVAL
227-cheFare 2 (2013/2014);Abruzzo e Molise;cheFare 2 (2013/2014);Associazione culturale;EVENTI, INTEG_SO, WEB
228-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;EDITORIA, FESTIVAL, LETTERAT
229-cheFare 2 (2013/2014);Friuli Venezia Giulia;cheFare 2 (2013/2014);Associazione;CROWDFUN, FUNDRAIS
230-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Fondazione;BENI_CUL, INTEG_SO, SOCIALNE
231-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;ARTIPLAS, INTEG_SO, PSICOLOG
232-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;EVENTI, FOTOGRAF, PITTURA, SOCIALNE, WEB
233-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;DIDATTIC, INTEG_SO
234-cheFare 2 (2013/2014);Umbria;cheFare 2 (2013/2014);Società cooperativa;COWORKIN, FORMAZIO, INTEG_SO
235-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione;DANZA, PEDAGOGI, SOCIOLOG
236-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARCHITET, EVENTI
237-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, DIDATTIC
238-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Altro tipo di organizzazione;FORMAZIO, RADIO, WEB
239-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Fondazione di partecipazione;BENI_CUL, WEB, TURISMO
240-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione;EVENTI, FORMAZIO, INTEG_SO
241-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;DIDATTIC, EVENTI, RIV_CART
242-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Fondazione di partecipazione;COWORKIN, INTEG_SO, PERF_ART
243-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Consorzio;COWORKIN, PERF_ART, TEATRO
244-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, EDITORIA, EVENTI
245-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione;AGRICOLT, BENI_CUL, ENOGASTR
246-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Altro tipo di organizzazione;EVENTI, FESTIVAL, RADIO
247-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione sportiva;INTEG_SO, MUSEI, SPORT
248-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;PITTURA, TEATRO, TURISMO
249-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;CONCORSO, PERF_ART, RIV_ONLI
250-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;APP_SOFT, BENI_CUL, TURISMO
251-cheFare 2 (2013/2014);Trentino Alto Adige;cheFare 2 (2013/2014);S.r.l.;APP_SOFT, ARCHEOLO, ARCHITET, ARTIPLAS, BENI_CUL, BIBLIOTE, CINEMA, COMMUNIT, DANZA, EDITORIA, EVENTI, FESTIVAL, FORMAZIO, LETTERAT, MUSICA, MUSEI, PITTURA, RIV_CART, RIV_ONLI, SOCIALNE, TEATRO, WEB, TURISMO
252-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Altro tipo di organizzazione;BENI_CUL, WEB, TURISMO
253-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, FABBING, FORMAZIO
254-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;INTEG_SO, MUSICA
255-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;ARCHITET, FORMAZIO, INTEG_SO
256-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione culturale;EDITORIA, EVENTI, FORMAZIO
257-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, COMMUNIT, SOCIALNE
258-cheFare 2 (2013/2014);Friuli Venezia Giulia;cheFare 2 (2013/2014);Associazione culturale;INTEG_SO, MUSICA, PERF_ART
259-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, MUSICA, TURISMO
260-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Comitato;BENI_CUL, EDITORIA
261-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Altro tipo di organizzazione;APP_SOFT, MUSEI
262-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione;CINEMA, COMMUNIT, VIDEO
263-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, FOTOGRAF, TEATRO
264-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;EVENTI, MUSICA, TURISMO
265-cheFare 2 (2013/2014);Liguria;cheFare 2 (2013/2014);Associazione;COMMUNIT, COWORKIN
266-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;DESIGN, INTEG_SO, PERF_ART
267-cheFare 2 (2013/2014);Abruzzo e Molise;cheFare 2 (2013/2014);Associazione;COMMUNIT, EDITORIA, FORMAZIO, TURISMO
268-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Altro tipo di organizzazione;ARCHITET
269-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;CROWDFUN, PERF_ART, WEB
270-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);S.s.r.l.;EDITORIA
271-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione culturale;ANTROPOL, PSICOLOG, TEATRO
272-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Altro tipo di organizzazione;MODA, PITTURA, RIV_ONLI
273-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione culturale;FUNDRAIS, PERF_ART, TEATRO
274-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARCHITET, BENI_CUL, INTEG_SO
275-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Altro tipo di organizzazione;BENI_CUL, INTEG_SO, MUSEI
276-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione culturale;ARTIPLAS, COMMUNIT, EVENTI
277-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;APP_SOFT, EVENTI, TURISMO
278-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);Società cooperativa;APP_SOFT, FORMAZIO, PEDAGOGI
279-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;FESTIVAL, FORMAZIO, MUSICA
280-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Altro tipo di organizzazione;ARCHITET, FILOSOFI, SOCIOLOG
281-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;ANTROPOL, COMMUNIT, SOCIALNE
282-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Altro tipo di organizzazione;APP_SOFT, COMMUNIT, INFANZIA, INTEG_SO
283-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;BENI_CUL, BIBLIOTE, DIDATTIC, EVENTI, FESTIVAL, FORMAZIO, INTEG_SO, MUSICA
284-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;DIDATTIC, EDITORIA, WEB
285-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;DIDATTIC, INTEG_SO, OPENDATA
286-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione;AGRICOLT, COMMUNIT, DIDATTIC
287-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);S.n.c.;INTEG_SO, PERF_ART, TURISMO
288-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;BIBLIOTE, MUSICA, SOCIALNE, VIDEO
289-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, EVENTI, MUSICA, RADIO
290-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;EVENTI, FESTIVAL, MUSICA
291-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);S.r.l.;COMMUNIT, DIDATTIC
292-cheFare 2 (2013/2014);Trentino Alto Adige;cheFare 2 (2013/2014);Associazione;ANTROPOL, ARCHITET, ARTIPLAS, BENI_CUL, COWORKIN, DESIGN, FOTOGRAF, RESTAURO, SOCIOLOG
293-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, WEB
294-cheFare 2 (2013/2014);Umbria;cheFare 2 (2013/2014);Associazione culturale;AGRICOLT, ARCHEOLO, ARTIPLAS, BENI_CUL, CINEMA, COMMUNIT, COWORKIN, CROWDFUN, DESIGN, ENOGASTR, EVENTI, FESTIVAL, FOTOGRAF, INTEG_SO, LETTERAT, MUSICA, MUSEI, PERF_ART, PITTURA, RESTAURO, RIV_ONLI, SOCIALNE, SPORT, TEATRO, VIDEO, WEB, TURISMO
295-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, DIDATTIC, TURISMO
296-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Fondazione;ARCHEOLO, DIDATTIC, MUSEI
297-cheFare 2 (2013/2014);Sicilia;cheFare 2 (2013/2014);Associazione;EDITORIA, EVENTI, INTEG_SO
298-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;INTEG_SO, MUSICA, PERF_ART
299-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;COWORKIN, EVENTI, MUSICA
300-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);S.n.c.;MODA, MUSICA, PERF_ART
301-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Comitato;COMMUNIT, COWORKIN, CROWDFUN
302-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione;FESTIVAL, TEATRO
303-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;COMMERCI, EDITORIA, FORMAZIO
304-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Altro tipo di organizzazione;ARCHITET, BENI_CUL, CIBO, EVENTI, LETTERAT, MUSEI, TURISMO
305-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;BENI_CUL, TURISMO
306-cheFare 2 (2013/2014);Calabria;cheFare 2 (2013/2014);Associazione culturale;CINEMA, COMMUNIT, LETTERAT
307-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;AGRICOLT, BENI_CUL, CROWDFUN, INTEG_SO
308-cheFare 2 (2013/2014);Liguria;cheFare 2 (2013/2014);Organizzazione di volontariato/O.N.G.;DANZA, INFANZIA, TEATRO
309-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;ARCHITET, CONCORSO, FESTIVAL, LETTERAT, TURISMO
310-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione culturale;EDITORIA, EVENTI, FESTIVAL
311-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;ANTROPOL, COMMUNIT, SOCIALNE
312-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Altro tipo di organizzazione;ARTIPLAS, CONCORSO, COWORKIN
313-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Altro tipo di organizzazione;EVENTI, PERF_ART, PITTURA
314-cheFare 2 (2013/2014);Marche;cheFare 2 (2013/2014);Associazione;ARCHITET, BENI_CUL, PERF_ART
315-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);S.a.s.;ARTIPLAS, COMMUNIT, CROWDFUN, SOCIALNE
316-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Società cooperativa;ARTIPLAS, MUSICA, PERF_ART
317-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CROWDFUN, DIDATTIC, FORMAZIO
318-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Società cooperativa;CINEMA, MUSEI, TURISMO
319-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Altro tipo di organizzazione;EDITORIA, RIV_ONLI, SOCIALNE
320-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.r.l.;COMMUNIT, INTEG_SO
321-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione;PERF_ART, SOCIOLOG
322-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);S.r.l.;DIDATTIC, PERF_ART
323-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione;ANTROPOL, APP_SOFT, ARCHITET, ARTIPLAS, BENI_CUL, BIBLIOTE, CINEMA, COMMUNIT, COWORKIN, DANZA, DESIGN, EDITORIA, ENOGASTR, EVENTI, FESTIVAL, FILOSOFI, FORMAZIO, FOTOGRAF, INTEG_SO, LETTERAT, MUSICA, MUSEI, PERF_ART, PITTURA, PSICOLOG, RADIO, RIV_ONLI, SOCIALNE, SOCIOLOG, VIDEO, WEB, TURISMO
324-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);S.a.s.;EVENTI, FORMAZIO, FOTOGRAF
325-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;AGRICOLT, BENI_CUL, CIBO
326-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;ARTIPLAS, BENI_CUL, MUSEI
327-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Fondazione;EVENTI, FORMAZIO, INTEG_SO, PERF_ART, TEATRO
328-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;CIBO, COMMUNIT
329-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Società cooperativa;BIBLIOTE, INTEG_SO, MUSICA
330-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione;APP_SOFT, ARCHITET, ARTIPLAS, BENI_CUL, BIBLIOTE, CINEMA, COWORKIN, CROWDFUN, DESIGN, DIDATTIC, EDITORIA, EVENTI, FESTIVAL, FORMAZIO, FOTOGRAF, FUNDRAIS, INFANZIA, INTEG_SO, LETTERAT, LINGUE_S, MUSEI, OPENDATA, PERF_ART, PITTURA, RESTAURO, RIV_CART, RIV_ONLI, SPORT, TEATRO, VIDEO, WEB, TURISMO
331-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione;PEDAGOGI
332-cheFare 2 (2013/2014);Sardegna;cheFare 2 (2013/2014);società cooperativa a r.l.;FESTIVAL, PERF_ART, WEB
333-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FORMAZIO, PSICOLOG
334-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Altro tipo di organizzazione;COMMUNIT, INTEG_SO, SOCIALNE
335-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione;BIBLIOTE, EDITORIA, LETTERAT
336-cheFare 2 (2013/2014);Trentino Alto Adige;cheFare 2 (2013/2014);Società cooperativa;EVENTI, FESTIVAL, MUSICA
337-cheFare 2 (2013/2014);Abruzzo e Molise;cheFare 2 (2013/2014);S.r.l.;ARCHEOLO, BENI_CUL, TURISMO
338-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Associazione culturale;CROWDFUN, EVENTI, SOCIALNE
339-cheFare 2 (2013/2014);Abruzzo e Molise;cheFare 2 (2013/2014);S.r.l.;ARCHITET, BENI_CUL, DIDATTIC
340-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, COWORKIN, TURISMO
341-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Organizzazione di volontariato/O.N.G.;FESTIVAL, INTEG_SO, MUSICA
342-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;EDITORIA, FORMAZIO, WEB
343-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Associazione culturale;EVENTI, TEATRO
344-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);S.n.c.;COMMUNIT, FORMAZIO, TEATRO
345-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Associazione;COWORKIN, INTEG_SO
346-cheFare 2 (2013/2014);Friuli Venezia Giulia;cheFare 2 (2013/2014);Associazione;ARTIPLAS, FORMAZIO, INTEG_SO, PEDAGOGI
347-cheFare 2 (2013/2014);Basilicata;cheFare 2 (2013/2014);Società cooperativa;COMMUNIT, EDITORIA, FORMAZIO
348-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, FORMAZIO, PERF_ART
349-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, COWORKIN, EVENTI
350-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);S.r.l.;BENI_CUL, CIBO, CINEMA, COMMUNIT, CROWDFUN, EDITORIA, FESTIVAL, FORMAZIO, FOTOGRAF, INTEG_SO, MUSICA, SOCIALNE, TEATRO, VIDEO, WEB
351-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Consorzio;COMMERCI, EVENTI, FORMAZIO, PERF_ART
352-cheFare 2 (2013/2014);Calabria;cheFare 2 (2013/2014);Associazione;DIDATTIC, WEB, TURISMO
353-cheFare 2 (2013/2014);Calabria;cheFare 2 (2013/2014);Associazione culturale;BENI_CUL, CINEMA, WEB
354-cheFare 2 (2013/2014);Piemonte e Valle dAosta;cheFare 2 (2013/2014);Associazione culturale;AGRICOLT, EDITORIA, MUSICA
355-cheFare 2 (2013/2014);Emilia Romagna;cheFare 2 (2013/2014);Altro tipo di organizzazione;COMMUNIT, WEB
356-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione;ARCHITET, FORMAZIO, RIV_ONLI
357-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;DESIGN, FABBING, FORMAZIO
358-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Organizzazione di volontariato/O.N.G.;DIDATTIC, MODA, MUSICA
359-cheFare 2 (2013/2014);Veneto;cheFare 2 (2013/2014);Altro tipo di organizzazione;EDITORIA, INTEG_SO, LETTERAT
360-cheFare 2 (2013/2014);Lombardia;cheFare 2 (2013/2014);Associazione culturale;FESTIVAL, PERF_ART, TEATRO
361-cheFare 2 (2013/2014);Campania;cheFare 2 (2013/2014);Organizzazione di volontariato/O.N.G.;INFANZIA, INTEG_SO, LETTERAT, PEDAGOGI
362-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);S.r.l.;BENI_CUL, COMMUNIT
363-cheFare 2 (2013/2014);Toscana;cheFare 2 (2013/2014);Associazione culturale;EVENTI, INTEG_SO
364-cheFare 2 (2013/2014);Basilicata;cheFare 2 (2013/2014);Comitato;APP_SOFT, COWORKIN
365-cheFare 2 (2013/2014);Puglia;cheFare 2 (2013/2014);Associazione culturale;COMMUNIT, MUSICA, TURISMO
366-cheFare 2 (2013/2014);Lazio;cheFare 2 (2013/2014);Associazione culturale;DIDATTIC, FORMAZIO, WEB
