ID_UNI;REGIONE;EDIZIONE;TIPO_ORG;Ambito
237-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Altro tipo di organizzazione;EVENTI, INTEG_SO, PSICOLOG
238-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;EVENTI, FORMAZIO, INTEG_SO
239-cheFare 3 (2015);Marche;cheFare 3 (2015);Altro tipo di organizzazione;BIBLIOTE, COMMUNIT
240-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Fondazione;EDITORIA, EVENTI, RIV_ONLI
241-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FORMAZIO, INTEG_SO, SPORT
242-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;INTEG_SO, PERF_ART, WEB
243-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione culturale;COMMUNIT, TEATRO, WEB
244-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;ARTIPLAS, INTEG_SO, MUSEI
245-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;CINEMA, FORMAZIO, INTEG_SO
246-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, EVENTI
247-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Altro tipo di organizzazione;DESIGN, MUSEI, PITTURA
248-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;MUSICA, PSICOLOG
249-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;EDITORIA, FORMAZIO, RIV_ONLI
250-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione culturale;MUSEI, TEATRO, TURISMO
251-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione culturale;FORMAZIO, PERF_ART, TEATRO
252-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Comitato;CONCORSO, FOTOGRAF
253-cheFare 3 (2015);Lazio;cheFare 3 (2015);Società cooperativa;AGRICOLT, ENOGASTR, FORMAZIO
254-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Associazione culturale;LETTERAT, MUSICA, TEATRO
255-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);S.s.r.l.;INFANZIA, SOCIOLOG, WEB
256-cheFare 3 (2015);Lombardia;cheFare 3 (2015);S.r.l.;FORMAZIO, PERF_ART
257-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione culturale;BENI_CUL, DIDATTIC, TURISMO
258-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Fondazione;COMMUNIT, DIDATTIC
259-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Organizzazione di volontariato/O.N.G.;ALTRO
260-cheFare 3 (2015);Campania;cheFare 3 (2015);società cooperativa a r.l.;APP_SOFT, BENI_CUL, TURISMO
261-cheFare 3 (2015);Calabria;cheFare 3 (2015);Associazione;ARTIPLAS, DIDATTIC, FILOSOFI, TEATRO
262-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Società cooperativa;DIDATTIC, EDITORIA, FORMAZIO
263-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);S.r.l.;BENI_CUL, CINEMA, EVENTI
264-cheFare 3 (2015);Umbria;cheFare 3 (2015);società cooperativa a r.l.;EVENTI, FORMAZIO, PEDAGOGI
265-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Società cooperativa;COMMUNIT, EVENTI
266-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione culturale;BENI_CUL, EVENTI
267-cheFare 3 (2015);Liguria;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FESTIVAL, MUSICA
268-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;COMMUNIT, DIDATTIC, INFANZIA
269-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Associazione culturale;ANTROPOL, APP_SOFT, BENI_CUL, BIBLIOTE, CINEMA, COMMUNIT, CROWDFUN, DIDATTIC, EDITORIA, EVENTI, FESTIVAL, FILOSOFI, INTEG_SO, LETTERAT, LINGUE_S, MUSICA, MUSEI, OPENDATA, PERF_ART, PSICOLOG, RADIO, RIV_ONLI, SOCIALNE, SOCIOLOG, TEATRO, VIDEO, WEB, TURISMO
270-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;DANZA, DIDATTIC, FORMAZIO
271-cheFare 3 (2015);Veneto;cheFare 3 (2015);Altro tipo di organizzazione;AGRICOLT, APP_SOFT, CIBO, COMMERCI, ENOGASTR, WEB, TURISMO
272-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;EVENTI, FESTIVAL
273-cheFare 3 (2015);Sicilia;cheFare 3 (2015);S.r.l.;BENI_CUL, FORMAZIO, TURISMO
274-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;EVENTI, INFANZIA, LETTERAT
275-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;EVENTI, FESTIVAL, MUSICA
276-cheFare 3 (2015);Calabria;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, CINEMA, TURISMO
277-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;COWORKIN, EDITORIA, FESTIVAL
278-cheFare 3 (2015);Calabria;cheFare 3 (2015);Consorzio;BENI_CUL, EDITORIA
279-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione culturale;APP_SOFT, ARCHITET, BENI_CUL, COMMUNIT, COWORKIN, DESIGN, DIDATTIC, FABBING, FORMAZIO, INFANZIA, INTEG_SO, OPENDATA, PEDAGOGI, SOCIOLOG
280-cheFare 3 (2015);Liguria;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT
281-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione culturale;BENI_CUL, WEB, TURISMO
282-cheFare 3 (2015);Veneto;cheFare 3 (2015);società cooperativa a r.l.;CINEMA, EVENTI, TEATRO
283-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione;BIBLIOTE, DIDATTIC
284-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione culturale;APP_SOFT, INTEG_SO, MUSEI
285-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);S.n.c.;COMMUNIT, EVENTI, TURISMO
286-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FABBING, FORMAZIO, INTEG_SO
287-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione;ANTROPOL, TURISMO
288-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Altro tipo di organizzazione;CIBO, MUSICA, TEATRO
289-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;INTEG_SO, PERF_ART, TEATRO
290-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;COMMUNIT, RIV_CART, RIV_ONLI
291-cheFare 3 (2015);Basilicata;cheFare 3 (2015);S.r.l.;COMMUNIT, COWORKIN, VIDEO
292-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;INTEG_SO, PERF_ART, TEATRO
293-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione;INTEG_SO, PERF_ART
294-cheFare 3 (2015);Puglia;cheFare 3 (2015);S.r.l.;APP_SOFT, COMMUNIT, ALTRO
295-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione culturale;COWORKIN, CROWDFUN, FORMAZIO
296-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Altro tipo di organizzazione;CONCORSO, DIDATTIC, INTEG_SO
297-cheFare 3 (2015);Lazio;cheFare 3 (2015);S.r.l.;APP_SOFT, COMMUNIT, COWORKIN, EDITORIA, INTEG_SO, OPENDATA, RIV_ONLI, SOCIALNE, WEB, TURISMO
298-cheFare 3 (2015);Umbria;cheFare 3 (2015);Altro tipo di organizzazione;ANTROPOL, BENI_CUL, COMMERCI
299-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Associazione culturale;FORMAZIO, PERF_ART, TEATRO
300-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione;OPENDATA, VIDEO
301-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione culturale;FORMAZIO, MUSICA, PERF_ART
302-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Associazione culturale;APP_SOFT, ARTIPLAS, FUNDRAIS
303-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, FORMAZIO, TEATRO
304-cheFare 3 (2015);Campania;cheFare 3 (2015);Altro tipo di organizzazione;AGRICOLT, VIDEO, WEB
305-cheFare 3 (2015);Liguria;cheFare 3 (2015);Altro tipo di organizzazione;BENI_CUL, FESTIVAL, ALTRO
306-cheFare 3 (2015);Trentino Alto Adige;cheFare 3 (2015);Società cooperativa;COMMUNIT, EVENTI, FORMAZIO
307-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;CONCORSO, FORMAZIO, INTEG_SO
308-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione;ANTROPOL, DIDATTIC, TEATRO
309-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;INFANZIA, INTEG_SO, PEDAGOGI
310-cheFare 3 (2015);Liguria;cheFare 3 (2015);Associazione;AGRICOLT, PEDAGOGI, SOCIOLOG
311-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione culturale;FUNDRAIS, RESTAURO, SOCIALNE
312-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione;ARTIPLAS, DESIGN, DIDATTIC, FORMAZIO, INFANZIA, PEDAGOGI
313-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione;COMMUNIT, DESIGN, EVENTI
314-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;COMMUNIT, MUSICA, WEB
315-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, COMMUNIT, FORMAZIO
316-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;BENI_CUL, COMMUNIT, EVENTI
317-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;DIDATTIC, EDITORIA
318-cheFare 3 (2015);Trentino Alto Adige;cheFare 3 (2015);Associazione culturale;COMMUNIT, FORMAZIO, MUSEI
319-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione;PERF_ART, SOCIOLOG, WEB
320-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;FILOSOFI, FORMAZIO, WEB
321-cheFare 3 (2015);Lazio;cheFare 3 (2015);Organizzazione di volontariato/O.N.G.;CINEMA, FORMAZIO, INTEG_SO
322-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione;BENI_CUL, BIBLIOTE, DIDATTIC, EDITORIA, EVENTI, FORMAZIO, LETTERAT, PEDAGOGI
323-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Associazione culturale;FOTOGRAF, LETTERAT, ALTRO
324-cheFare 3 (2015);Toscana;cheFare 3 (2015);Altro tipo di organizzazione;ARCHITET, BENI_CUL, ALTRO
325-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Altro tipo di organizzazione;APP_SOFT, BENI_CUL, CROWDFUN, FUNDRAIS, MUSEI, WEB
326-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;FORMAZIO, INFANZIA, PEDAGOGI
327-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, DIDATTIC, INTEG_SO
328-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Altro tipo di organizzazione;APP_SOFT, INTEG_SO
329-cheFare 3 (2015);Campania;cheFare 3 (2015);S.r.l.;TEATRO, VIDEO, TURISMO
330-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione;INTEG_SO, SOCIOLOG
331-cheFare 3 (2015);Lombardia;cheFare 3 (2015);S.r.l.;COMMUNIT, SOCIALNE, ALTRO
332-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CIBO, COWORKIN, ALTRO
333-cheFare 3 (2015);Umbria;cheFare 3 (2015);Società cooperativa;COMMUNIT, FESTIVAL, WEB
334-cheFare 3 (2015);Toscana;cheFare 3 (2015);Fondazione di partecipazione;ANTROPOL, BENI_CUL, WEB
335-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CINEMA, FORMAZIO, VIDEO
336-cheFare 3 (2015);Friuli Venezia Giulia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;EVENTI, FUNDRAIS, INTEG_SO
337-cheFare 3 (2015);Calabria;cheFare 3 (2015);S.s.r.l.;COMMUNIT, PITTURA
338-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Fondazione;EVENTI, MUSICA, SOCIALNE
339-cheFare 3 (2015);Trentino Alto Adige;cheFare 3 (2015);S.s.r.l.;APP_SOFT, COMMUNIT, TURISMO
340-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Non rilevabile;CINEMA, COMMERCI, FOTOGRAF, MODA, VIDEO
341-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Associazione culturale;MUSICA, PERF_ART, SOCIALNE
342-cheFare 3 (2015);Veneto;cheFare 3 (2015);Società cooperativa;BIBLIOTE, INTEG_SO
343-cheFare 3 (2015);Lazio;cheFare 3 (2015);Altro tipo di organizzazione;ENOGASTR, EVENTI
344-cheFare 3 (2015);Calabria;cheFare 3 (2015);Associazione culturale;ANTROPOL, INTEG_SO
345-cheFare 3 (2015);Lazio;cheFare 3 (2015);S.r.l.;BENI_CUL, SOCIALNE, TURISMO
346-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione culturale;ARCHITET, CIBO, INTEG_SO
347-cheFare 3 (2015);Lombardia;cheFare 3 (2015);S.r.l.;EDITORIA, LETTERAT, WEB
348-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione;WEB, TURISMO
349-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Fondazione;DIDATTIC, FORMAZIO, WEB
350-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;VIDEO, WEB
351-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ANTROPOL, APP_SOFT, EDITORIA, TURISMO
352-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;FOTOGRAF, INTEG_SO, TEATRO
353-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione culturale;ARTIPLAS, COMMERCI, FILOSOFI
354-cheFare 3 (2015);Puglia;cheFare 3 (2015);Altro tipo di organizzazione;APP_SOFT, BENI_CUL, TURISMO
355-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione culturale;INFANZIA, LETTERAT, PSICOLOG
356-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Altro tipo di organizzazione;EDITORIA, FOTOGRAF, INTEG_SO
357-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Associazione culturale;COMMUNIT, INFANZIA, MUSEI
358-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione culturale;BIBLIOTE, DANZA, TEATRO
359-cheFare 3 (2015);Sardegna;cheFare 3 (2015);Associazione culturale;EVENTI, INTEG_SO, LETTERAT
360-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione;CINEMA, COMMUNIT, ALTRO
361-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione culturale;BIBLIOTE, FORMAZIO, LETTERAT
362-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione;ANTROPOL, CIBO, COMMERCI
363-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Consorzio;ENOGASTR, EVENTI, FORMAZIO
364-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione;DANZA, EVENTI, WEB
365-cheFare 3 (2015);Lazio;cheFare 3 (2015);Fondazione di partecipazione;AGRICOLT, APP_SOFT, BIBLIOTE, CROWDFUN, DIDATTIC, EDITORIA, EVENTI, FORMAZIO, FUNDRAIS, LETTERAT, RIV_CART, RIV_ONLI, SOCIALNE, VIDEO, WEB
366-cheFare 3 (2015);Puglia;cheFare 3 (2015);S.r.l.;APP_SOFT, EVENTI
367-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Società cooperativa;INTEG_SO, PERF_ART, TEATRO
368-cheFare 3 (2015);Puglia;cheFare 3 (2015);S.r.l.;APP_SOFT, DIDATTIC, LETTERAT
369-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);S.n.c.;CIBO, COMMERCI, COMMUNIT
370-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Associazione;CINEMA, EVENTI, RIV_ONLI
371-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione;PSICOLOG, SPORT
372-cheFare 3 (2015);Calabria;cheFare 3 (2015);Associazione;INFANZIA, INTEG_SO, ALTRO
373-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Altro tipo di organizzazione;CIBO, COMMUNIT
374-cheFare 3 (2015);Toscana;cheFare 3 (2015);Altro tipo di organizzazione;BENI_CUL, INTEG_SO, MUSEI
375-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione culturale;FOTOGRAF, PERF_ART, VIDEO
376-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;EVENTI, FABBING
377-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione;ARCHEOLO, ARCHITET, BENI_CUL
378-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione;EVENTI, TURISMO
379-cheFare 3 (2015);Friuli Venezia Giulia;cheFare 3 (2015);S.r.l.;INFANZIA, VIDEO, TURISMO
380-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;CONCORSO, PSICOLOG
381-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione culturale;ANTROPOL, COMMUNIT, INTEG_SO
382-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;COMMUNIT, DIDATTIC
383-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Organizzazione di volontariato/O.N.G.;INTEG_SO, PERF_ART, TEATRO
384-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;BENI_CUL, COMMUNIT
385-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;DIDATTIC, FORMAZIO, WEB
386-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;ARCHEOLO, COMMUNIT, INTEG_SO
387-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, DIDATTIC, TURISMO
388-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione;ANTROPOL, ARCHITET, ARTIPLAS, BENI_CUL, COWORKIN, DANZA, DESIGN, DIDATTIC, EVENTI, FORMAZIO, FOTOGRAF, INFANZIA, MODA, MUSICA, PERF_ART, PITTURA
389-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Altro tipo di organizzazione;FUNDRAIS
390-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMERCI, COMMUNIT, TEATRO
391-cheFare 3 (2015);Lazio;cheFare 3 (2015);Società cooperativa;AGRICOLT, CIBO, DIDATTIC, ENOGASTR, EVENTI, FORMAZIO, INFANZIA, INTEG_SO, OPENDATA, PEDAGOGI, PSICOLOG, SOCIALNE, SOCIOLOG, TURISMO
392-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione culturale;APP_SOFT, OPENDATA, SOCIALNE
393-cheFare 3 (2015);Toscana;cheFare 3 (2015);Associazione culturale;DIDATTIC, FORMAZIO
394-cheFare 3 (2015);Friuli Venezia Giulia;cheFare 3 (2015);Associazione culturale;ARTIPLAS, BIBLIOTE, EVENTI
395-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Società cooperativa;CIBO, COMMUNIT, ALTRO
396-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Altro tipo di organizzazione;RESTAURO
397-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Altro tipo di organizzazione;DIDATTIC, FORMAZIO, MUSICA
398-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;INFANZIA, PEDAGOGI
399-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Comitato;COMMUNIT, WEB, TURISMO
400-cheFare 3 (2015);Toscana;cheFare 3 (2015);Società cooperativa;COMMUNIT, COWORKIN, TURISMO
401-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;ARCHITET, COMMUNIT, INTEG_SO
402-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;ANTROPOL, ARCHEOLO, TURISMO
403-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione sportiva;SPORT, VIDEO, WEB
404-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione culturale;APP_SOFT, COMMUNIT, TURISMO
405-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);S.r.l.;APP_SOFT, MUSICA, WEB
406-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COMMUNIT, INTEG_SO, ALTRO
407-cheFare 3 (2015);Toscana;cheFare 3 (2015);Società cooperativa;ARCHEOLO, BENI_CUL, INTEG_SO
408-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione culturale;BIBLIOTE, COWORKIN, FORMAZIO
409-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione;EDITORIA, EVENTI, LETTERAT
410-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, WEB, TURISMO
411-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Altro tipo di organizzazione;EDITORIA, FILOSOFI, LETTERAT
412-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione;DIDATTIC, FESTIVAL, INTEG_SO
413-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;CONCORSO, EVENTI, MUSICA
414-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione;EVENTI, FORMAZIO, TURISMO
415-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, DIDATTIC, TURISMO
416-cheFare 3 (2015);Campania;cheFare 3 (2015);Altro tipo di organizzazione;COMMUNIT, COWORKIN, WEB
417-cheFare 3 (2015);Calabria;cheFare 3 (2015);Associazione culturale;BENI_CUL, DIDATTIC, MUSEI
418-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione culturale;ARCHEOLO, MUSEI, TURISMO
419-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;APP_SOFT, COMMUNIT, OPENDATA
420-cheFare 3 (2015);Non rilevabile;cheFare 3 (2015);S.r.l.;BENI_CUL, COMMUNIT, DIDATTIC
421-cheFare 3 (2015);Lazio;cheFare 3 (2015);Associazione culturale;MUSEI, PERF_ART
422-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Organizzazione di volontariato/O.N.G.;CINEMA, DIDATTIC, INTEG_SO
423-cheFare 3 (2015);Basilicata;cheFare 3 (2015);Altro tipo di organizzazione;CIBO, COMMUNIT, FUNDRAIS
424-cheFare 3 (2015);Trentino Alto Adige;cheFare 3 (2015);Associazione;ARTIPLAS, FILOSOFI, PITTURA
425-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;DIDATTIC, FORMAZIO, TEATRO
426-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione culturale;ARCHITET, MUSICA, PERF_ART
427-cheFare 3 (2015);Lazio;cheFare 3 (2015);Società cooperativa;FORMAZIO, INTEG_SO, ALTRO
428-cheFare 3 (2015);Lazio;cheFare 3 (2015);S.r.l.;BENI_CUL, COMMUNIT, MUSEI
429-cheFare 3 (2015);Marche;cheFare 3 (2015);Associazione;COMMUNIT, PSICOLOG, SOCIALNE, WEB
430-cheFare 3 (2015);Lombardia;cheFare 3 (2015);S.r.l.;COMMUNIT, CROWDFUN, FUNDRAIS
431-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione culturale;BENI_CUL, COMMUNIT, INTEG_SO
432-cheFare 3 (2015);Campania;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;CONCORSO, COWORKIN, EVENTI
433-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Società cooperativa;FORMAZIO, INTEG_SO
434-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione culturale;COMMUNIT, FORMAZIO, MUSICA
435-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);società cooperativa a r.l.;COMMUNIT, FORMAZIO, ALTRO
436-cheFare 3 (2015);Calabria;cheFare 3 (2015);Associazione culturale;FORMAZIO, INTEG_SO, TEATRO
437-cheFare 3 (2015);Lazio;cheFare 3 (2015);Altro tipo di organizzazione;COMMUNIT, FORMAZIO
438-cheFare 3 (2015);Veneto;cheFare 3 (2015);Associazione culturale;BENI_CUL, DIDATTIC, ALTRO
439-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione;COMMUNIT, DIDATTIC, FORMAZIO, INTEG_SO, PEDAGOGI, SPORT, WEB
440-cheFare 3 (2015);Emilia Romagna;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;BENI_CUL, EVENTI
441-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Associazione;INTEG_SO, MODA, ALTRO
442-cheFare 3 (2015);Piemonte e Valle dAosta;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;COWORKIN, FORMAZIO, INTEG_SO
443-cheFare 3 (2015);Sicilia;cheFare 3 (2015);Associazione culturale;EDITORIA, FESTIVAL, LETTERAT
444-cheFare 3 (2015);Abruzzo e Molise;cheFare 3 (2015);Associazione sportiva;DIDATTIC, WEB, TURISMO
445-cheFare 3 (2015);Puglia;cheFare 3 (2015);S.s.r.l.;EDITORIA, MODA, SOCIALNE, WEB
446-cheFare 3 (2015);Trentino Alto Adige;cheFare 3 (2015);Società cooperativa;COWORKIN, DESIGN
447-cheFare 3 (2015);Lombardia;cheFare 3 (2015);Altro tipo di organizzazione;APP_SOFT, BENI_CUL, MUSEI
448-cheFare 3 (2015);Puglia;cheFare 3 (2015);Associazione di Promozione Sociale/Consorzio di cooperative sociali;AGRICOLT, COMMUNIT, COWORKIN
