ID;ID_PROG;PROV;TEAM;EDIZIONE;Ambito;AGIURID
38-2;38;Non rilevabile; ;iC2;; 
39-1;39;Altra provincia italiana;Non applicabile;iC2;AM_ALTRO, PARTECIP, PROMOZ; 
40-1;40;Milano;1;iC2;ARCHITET, PATRIMON, FRUIZ, PROMOZ; 
40-2;40;Non rilevabile; ;iC2;; 
41-1;41;Milano;2;iC2;ARCH_BIB, PATRIMON, PARTECIP; 
41-2;41;Non rilevabile; ;iC2;; 
41-3;41;Non rilevabile; ;iC2;; 
42-1;42;Pavia;Non applicabile;iC2;ARCH_BIB, PATRIMON, EDUCAZ, FRUIZ;No Profit
43-1;43;Milano;2;iC2;ARCHITET, SPETTAC, FRUIZ, PARTECIP; 
43-2;43;Non rilevabile; ;iC2;; 
43-3;43;Non rilevabile; ;iC2;; 
44-1;44;Milano;4;iC2;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ; 
44-2;44;Non rilevabile; ;iC2;; 
44-3;44;Non rilevabile; ;iC2;; 
44-4;44;Non rilevabile; ;iC2;; 
44-5;44;Non rilevabile; ;iC2;; 
45-1;45;Altra provincia italiana;5;iC2;ARTI_VIS, SPETTAC, DIST_COM, PRODUZ; 
45-2;45;Non rilevabile; ;iC2;; 
45-3;45;Non rilevabile; ;iC2;; 
45-4;45;Non rilevabile; ;iC2;; 
45-5;45;Non rilevabile; ;iC2;; 
45-6;45;Non rilevabile; ;iC2;; 
46-1;46;Milano;Non applicabile;iC2;AM_ALTRO, EDUCAZ, FRUIZ;No Profit
47-1;47;Monza e della Brianza;Non applicabile;iC2;ARTI_VIS, AUDIOVIS, FRUIZ, RIC_FORM; 
48-1;48;Milano;Non applicabile;iC2;PATRIMON, EDUCAZ, PROMOZ;No Profit
49-1;49;Milano;2;iC2;PATRIMON, SPETTAC, PROMOZ; 
49-2;49;Non rilevabile; ;iC2;; 
49-3;49;Non rilevabile; ;iC2;; 
50-1;50;Lecco;3;iC2;SPETTAC, EDUCAZ; 
50-2;50;Non rilevabile; ;iC2;; 
50-3;50;Non rilevabile; ;iC2;; 
50-4;50;Non rilevabile; ;iC2;; 
51-1;51;Milano;2;iC2;DESIGN, AM_ALTRO, DIST_COM, PROMOZ; 
51-2;51;Non rilevabile; ;iC2;; 
51-3;51;Non rilevabile; ;iC2;; 
52-1;52;Milano;Non applicabile;iC2;ARTI_VIS, SPETTAC, PRODUZ, PROMOZ; 
53-1;53;Milano;2;iC2;PATRIMON, SPETTAC, PARTECIP, PRODUZ; 
53-2;53;Non rilevabile; ;iC2;; 
53-3;53;Non rilevabile; ;iC2;; 
54-1;54;Bergamo;Non applicabile;iC2;PATRIMON, AM_ALTRO, PARTECIP, PROMOZ;No Profit
55-1;55;Milano;3;iC2;EDITORIA, SPETTAC, EDUCAZ, FRUIZ; 
55-2;55;Non rilevabile; ;iC2;; 
55-3;55;Non rilevabile; ;iC2;; 
55-4;55;Non rilevabile; ;iC2;; 
56-1;56;Milano;Non applicabile;iC2;ARTI_VIS, SPETTAC, PARTECIP, PROMOZ; 
57-1;57;Altra provincia italiana;Non applicabile;iC2;SPETTAC, AM_ALTRO, EDUCAZ, PARTECIP;No Profit
58-1;58;Monza e della Brianza;1;iC2;ARTIGIAN, DESIGN, PRODUZ, RIC_FORM; 
58-2;58;Non rilevabile; ;iC2;; 
59-1;59;Milano;1;iC2;PATRIMON, AM_ALTRO, PARTECIP, PROMOZ; 
59-2;59;Non rilevabile; ;iC2;; 
60-1;60;Milano;Non applicabile;iC2;SPETTAC, FRUIZ, PROMOZ;No Profit
61-1;61;Monza e della Brianza;1;iC2;ARTI_VIS, PATRIMON, EDUCAZ, PARTECIP; 
61-2;61;Non rilevabile; ;iC2;; 
62-1;62;Milano;Non applicabile;iC2;PATRIMON, DIST_COM;No Profit
63-1;63;Brescia;1;iC2;EDITORIA, PATRIMON, EDUCAZ, PROMOZ; 
63-2;63;Non rilevabile; ;iC2;; 
64-1;64;Milano;Non applicabile;iC2;PATRIMON, SPETTAC, PARTECIP, PROMOZ;No Profit
65-1;65;Milano;Non applicabile;iC2;ARCHITET, PATRIMON, CONSERV, PROMOZ; 
66-1;66;Brescia;Non applicabile;iC2;ARTI_VIS, ARTIGIAN, EDUCAZ, FRUIZ; 
67-1;67;Milano;2;iC2;AM_ALTRO, EDUCAZ, RIC_FORM; 
67-2;67;Non rilevabile; ;iC2;; 
67-3;67;Non rilevabile; ;iC2;; 
68-1;68;Milano;Non applicabile;iC2;ARTIGIAN, DESIGN, EDUCAZ, PRODUZ; 
69-1;69;Brescia;2;iC2;PATRIMON, PROMOZ; 
69-2;69;Non rilevabile; ;iC2;; 
69-3;69;Non rilevabile; ;iC2;; 
70-1;70;Milano;1;iC2;EDITORIA, PATRIMON, EDUCAZ, FRUIZ; 
70-2;70;Non rilevabile; ;iC2;; 
71-1;71;Altra provincia lombarda;3;iC2;PATRIMON, SPETTAC, PROMOZ; 
71-2;71;Non rilevabile; ;iC2;; 
71-3;71;Non rilevabile; ;iC2;; 
71-4;71;Non rilevabile; ;iC2;; 
72-1;72;Altra provincia italiana;Non applicabile;iC2;EDITORIA, SPETTAC; 
73-1;73;Milano;1;iC2;ARTIGIAN, EDITORIA, EDUCAZ; 
73-2;73;Non rilevabile; ;iC2;; 
74-1;74;Monza e della Brianza;2;iC2;ARTI_VIS, PATRIMON, PROMOZ; 
74-2;74;Non rilevabile; ;iC2;; 
74-3;74;Non rilevabile; ;iC2;; 
75-1;75;Monza e della Brianza;1;iC2;PATRIMON, FRUIZ, PARTECIP; 
75-2;75;Non rilevabile; ;iC2;; 
76-1;76;Milano;Non applicabile;iC2;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ; 
77-1;77;Varese;2;iC2;ARTI_VIS, PATRIMON, EDUCAZ, FRUIZ; 
77-2;77;Non rilevabile; ;iC2;; 
77-3;77;Non rilevabile; ;iC2;; 
78-1;78;Monza e della Brianza;Non applicabile;iC2;PATRIMON, SPETTAC, FRUIZ, PRODUZ;No Profit
79-1;79;Como;Non applicabile;iC2;PATRIMON, AM_ALTRO, DIST_COM, FRUIZ; 
80-1;80;Pavia;4;iC2;ARTIGIAN, SPETTAC, PARTECIP, PROMOZ; 
80-2;80;Non rilevabile; ;iC2;; 
80-3;80;Non rilevabile; ;iC2;; 
80-4;80;Non rilevabile; ;iC2;; 
80-5;80;Non rilevabile; ;iC2;; 
81-1;81;Milano;2;iC2;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ; 
81-2;81;Non rilevabile; ;iC2;; 
81-3;81;Non rilevabile; ;iC2;; 
82-1;82;Brescia;1;iC2;ARCHITET, PATRIMON, EDUCAZ, FRUIZ; 
82-2;82;Non rilevabile; ;iC2;; 
83-1;83;Milano;2;iC2;ARTI_VIS, DESIGN, PARTECIP, PROMOZ; 
83-2;83;Non rilevabile; ;iC2;; 
83-3;83;Non rilevabile; ;iC2;; 
84-1;84;Milano;Non applicabile;iC2;AUDIOVIS, SPETTAC, EDUCAZ, PRODUZ; 
85-1;85;Milano;2;iC2;ARTI_VIS, PATRIMON, EDUCAZ, PROMOZ; 
85-2;85;Non rilevabile; ;iC2;; 
85-3;85;Non rilevabile; ;iC2;; 
86-1;86;Milano;4;iC2;AUDIOVIS, SPETTAC, EDUCAZ, PARTECIP; 
86-2;86;Non rilevabile; ;iC2;; 
86-3;86;Non rilevabile; ;iC2;; 
86-4;86;Non rilevabile; ;iC2;; 
86-5;86;Non rilevabile; ;iC2;; 
87-1;87;Milano;Non applicabile;iC2;AUDIOVIS, SPETTAC, EDUCAZ, FRUIZ; 
88-1;88;Bergamo;Non applicabile;iC2;ARTI_VIS, SPETTAC, DIST_COM, FRUIZ;No Profit
89-1;89;Milano;1;iC2;ARTI_VIS, PATRIMON, DIST_COM, FRUIZ; 
89-2;89;Non rilevabile; ;iC2;; 
90-1;90;Milano;1;iC2;ARTI_VIS, SPETTAC, FRUIZ, PRODUZ; 
90-2;90;Non rilevabile; ;iC2;; 
91-1;91;Altra provincia italiana;1;iC2;ARTIGIAN, DESIGN, PRODUZ, PROMOZ; 
91-2;91;Non rilevabile; ;iC2;; 
92-1;92;Pavia;Non applicabile;iC2;ARTIGIAN, AM_ALTRO, CONSERV, PARTECIP;No Profit
93-1;93;Milano;2;iC2;ARTI_VIS, PATRIMON, FRUIZ, PARTECIP; 
93-2;93;Non rilevabile; ;iC2;; 
93-3;93;Non rilevabile; ;iC2;; 
94-1;94;Milano;Non applicabile;iC2;AUDIOVIS, PATRIMON, DIST_COM, PROMOZ; 
95-1;95;Milano;2;iC2;PATRIMON, AM_ALTRO, FRUIZ, PROMOZ; 
95-2;95;Non rilevabile; ;iC2;; 
95-3;95;Non rilevabile; ;iC2;; 
96-1;96;Milano;1;iC2;AUDIOVIS, PATRIMON, FRUIZ, PROMOZ; 
96-2;96;Non rilevabile; ;iC2;; 
97-1;97;Milano;Non applicabile;iC2;AUDIOVIS, SPETTAC, FRUIZ, PROMOZ; 
98-1;98;Altra provincia italiana;3;iC2;ARCHITET, PATRIMON, FRUIZ, PROMOZ; 
98-2;98;Non rilevabile; ;iC2;; 
98-3;98;Non rilevabile; ;iC2;; 
98-4;98;Non rilevabile; ;iC2;; 
99-1;99;Pavia;Non applicabile;iC2;ARTI_VIS, AUDIOVIS, FRUIZ, PROMOZ;No Profit
100-1;100;Milano;Non applicabile;iC2;AUDIOVIS, EDITORIA, FRUIZ, PROMOZ;For Profit
101-1;101;Milano;Non applicabile;iC2;ARTI_VIS, DESIGN, PARTECIP, PROMOZ;No Profit
102-1;102;Milano;3;iC2;PATRIMON, AM_ALTRO, EDUCAZ, PARTECIP; 
102-2;102;Non rilevabile; ;iC2;; 
102-3;102;Non rilevabile; ;iC2;; 
102-4;102;Non rilevabile; ;iC2;; 
103-1;103;Milano;Non applicabile;iC2;ARTIGIAN, DESIGN, DIST_COM, PRODUZ;No Profit
104-1;104;Milano;Non applicabile;iC2;AM_ALTRO, EDUCAZ, FUNDRAIS;For Profit
105-1;105;Milano;2;iC2;AM_ALTRO, FRUIZ, PROMOZ; 
105-2;105;Non rilevabile; ;iC2;; 
105-3;105;Non rilevabile; ;iC2;; 
106-1;106;Varese;Non applicabile;iC2;ARTI_VIS, PATRIMON, FRUIZ, RIC_FORM;For Profit
107-1;107;Milano;Non applicabile;iC2;SPETTAC, DIST_COM, PARTECIP;No Profit
108-1;108;Brescia;3;iC2;ARTI_VIS, ARTIGIAN, FRUIZ, PROMOZ; 
108-2;108;Non rilevabile; ;iC2;; 
108-3;108;Non rilevabile; ;iC2;; 
108-4;108;Non rilevabile; ;iC2;; 
109-1;109;Monza e della Brianza;3;iC2;AM_ALTRO, FUNDRAIS, PROMOZ; 
109-2;109;Non rilevabile; ;iC2;; 
109-3;109;Non rilevabile; ;iC2;; 
109-4;109;Non rilevabile; ;iC2;; 
110-1;110;Altra provincia italiana;4;iC2;AM_ALTRO, EDUCAZ, RIC_FORM; 
110-2;110;Non rilevabile; ;iC2;; 
110-3;110;Non rilevabile; ;iC2;; 
110-4;110;Non rilevabile; ;iC2;; 
110-5;110;Non rilevabile; ;iC2;; 
111-1;111;Altra provincia italiana;3;iC2;AUDIOVIS, DESIGN, EDUCAZ, PRODUZ; 
111-2;111;Non rilevabile; ;iC2;; 
111-3;111;Non rilevabile; ;iC2;; 
111-4;111;Non rilevabile; ;iC2;; 
112-1;112;Brescia;1;iC2;AM_ALTRO, FRUIZ, FUNDRAIS; 
112-2;112;Non rilevabile; ;iC2;; 
113-1;113;Brescia;Non applicabile;iC2;AM_ALTRO, FUNDRAIS, PROMOZ; 
114-1;114;Milano;2;iC2;EDITORIA, DIST_COM, PRODUZ; 
114-2;114;Non rilevabile; ;iC2;; 
114-3;114;Non rilevabile; ;iC2;; 
115-1;115;Milano;4;iC2;ARTI_VIS, SPETTAC, PARTECIP, PROMOZ; 
115-2;115;Non rilevabile; ;iC2;; 
115-3;115;Non rilevabile; ;iC2;; 
115-4;115;Non rilevabile; ;iC2;; 
115-5;115;Non rilevabile; ;iC2;; 
116-1;116;Varese;Non applicabile;iC2;PATRIMON, SPETTAC, FUNDRAIS, PRODUZ;No Profit
117-1;117;Milano;2;iC2;PATRIMON, SPETTAC, FRUIZ, PARTECIP; 
117-2;117;Non rilevabile; ;iC2;; 
117-3;117;Non rilevabile; ;iC2;; 
118-1;118;Milano;Non applicabile;iC2;ARTI_VIS, PATRIMON, FUNDRAIS, PRODUZ; 
119-1;119;Cremona;1;iC2;SPETTAC, AM_ALTRO, PROMOZ, RIC_FORM; 
119-2;119;Non rilevabile; ;iC2;; 
120-1;120;Brescia;7;iC2;EDITORIA, PATRIMON, EDUCAZ, FRUIZ; 
120-2;120;Non rilevabile; ;iC2;; 
120-3;120;Non rilevabile; ;iC2;; 
120-4;120;Non rilevabile; ;iC2;; 
120-5;120;Non rilevabile; ;iC2;; 
120-6;120;Non rilevabile; ;iC2;; 
120-7;120;Non rilevabile; ;iC2;; 
120-8;120;Non rilevabile; ;iC2;; 
121-1;121;Milano;3;iC2;ARTI_VIS, PATRIMON, FRUIZ; 
121-2;121;Non rilevabile; ;iC2;; 
121-3;121;Non rilevabile; ;iC2;; 
121-4;121;Non rilevabile; ;iC2;; 
122-1;122;Milano;Non applicabile;iC2;ARTI_VIS, PATRIMON, EDUCAZ, PARTECIP;No Profit
123-1;123;Milano;4;iC2;ARTI_VIS, AM_ALTRO, PARTECIP, PRODUZ; 
123-2;123;Non rilevabile; ;iC2;; 
123-3;123;Non rilevabile; ;iC2;; 
123-4;123;Non rilevabile; ;iC2;; 
123-5;123;Non rilevabile; ;iC2;; 
124-1;124;Brescia;Non applicabile;iC2;ARTI_VIS, PATRIMON, PARTECIP, PROMOZ; 
125-1;125;Milano;Non applicabile;iC2;AUDIOVIS, SPETTAC, PARTECIP, PRODUZ; 
126-1;126;Brescia;1;iC2;AM_ALTRO, DIST_COM; 
126-2;126;Non rilevabile; ;iC2;; 
127-1;127;Brescia;Non applicabile;iC2;PATRIMON, SPETTAC, PROMOZ, RIC_FORM;No Profit
128-1;128;Milano;3;iC2;ARTIGIAN, EDITORIA, PRODUZ, RIC_FORM; 
128-2;128;Non rilevabile; ;iC2;; 
128-3;128;Non rilevabile; ;iC2;; 
128-4;128;Non rilevabile; ;iC2;; 
129-1;129;Milano;5;iC2;ARTI_VIS, PATRIMON, FRUIZ, PARTECIP; 
129-2;129;Non rilevabile; ;iC2;; 
129-3;129;Non rilevabile; ;iC2;; 
129-4;129;Non rilevabile; ;iC2;; 
129-5;129;Non rilevabile; ;iC2;; 
129-6;129;Non rilevabile; ;iC2;; 
130-1;130;Bergamo;3;iC2;SPETTAC, DIST_COM, FRUIZ; 
130-2;130;Non rilevabile; ;iC2;; 
130-3;130;Non rilevabile; ;iC2;; 
130-4;130;Non rilevabile; ;iC2;; 
131-1;131;Milano;1;iC2;ARTI_VIS, AM_ALTRO, PROMOZ; 
131-2;131;Non rilevabile; ;iC2;; 
132-1;132;Altra provincia italiana;3;iC2;ARTI_VIS, EDITORIA, EDUCAZ, RIC_FORM; 
132-2;132;Non rilevabile; ;iC2;; 
132-3;132;Non rilevabile; ;iC2;; 
132-4;132;Non rilevabile; ;iC2;; 
133-1;133;Milano;Non applicabile;iC2;EDITORIA, AM_ALTRO, EDUCAZ; 
134-1;134;Milano;5;iC2;PATRIMON, SPETTAC, FRUIZ, PROMOZ; 
134-2;134;Non rilevabile; ;iC2;; 
134-3;134;Non rilevabile; ;iC2;; 
134-4;134;Non rilevabile; ;iC2;; 
134-5;134;Non rilevabile; ;iC2;; 
134-6;134;Non rilevabile; ;iC2;; 
135-1;135;Milano;Non applicabile;iC2;ARCHITET, PATRIMON, EDUCAZ, FRUIZ; 
136-1;136;Altra provincia italiana;Non applicabile;iC2;ARTI_VIS, PATRIMON, CONSERV, FRUIZ; 
137-1;137;Brescia;1;iC2;ARTI_VIS, SPETTAC, DIST_COM, FRUIZ; 
137-2;137;Non rilevabile; ;iC2;; 
138-1;138;Milano;2;iC2;SPETTAC, PROMOZ; 
138-2;138;Non rilevabile; ;iC2;; 
138-3;138;Non rilevabile; ;iC2;; 
139-1;139;Como;4;iC2;PATRIMON, AM_ALTRO, PRODUZ, PROMOZ; 
139-2;139;Non rilevabile; ;iC2;; 
139-3;139;Non rilevabile; ;iC2;; 
139-4;139;Non rilevabile; ;iC2;; 
139-5;139;Non rilevabile; ;iC2;; 
140-1;140;Altra provincia lombarda;2;iC2;ARCHITET, PATRIMON, FRUIZ, PARTECIP; 
140-2;140;Non rilevabile; ;iC2;; 
140-3;140;Non rilevabile; ;iC2;; 
141-1;141;Como;2;iC2;AUDIOVIS, FRUIZ, PROMOZ; 
141-2;141;Non rilevabile; ;iC2;; 
141-3;141;Non rilevabile; ;iC2;; 
142-1;142;Milano;Non applicabile;iC2;ARTI_VIS, DESIGN, PROMOZ, RIC_FORM;No Profit
143-1;143;Milano;4;iC2;AUDIOVIS, EDITORIA, DIST_COM, PARTECIP; 
143-2;143;Non rilevabile; ;iC2;; 
143-3;143;Non rilevabile; ;iC2;; 
143-4;143;Non rilevabile; ;iC2;; 
143-5;143;Non rilevabile; ;iC2;; 
144-1;144;Altra provincia italiana;Non applicabile;iC2;PATRIMON, FRUIZ;No Profit
145-1;145;Milano;Non applicabile;iC2;ARTIGIAN, PATRIMON, FRUIZ, PROMOZ; 
146-1;146;Varese;3;iC2;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ; 
146-2;146;Non rilevabile; ;iC2;; 
146-3;146;Non rilevabile; ;iC2;; 
146-4;146;Non rilevabile; ;iC2;; 
147-1;147;Milano;5;iC2;AUDIOVIS, PATRIMON, EDUCAZ, FRUIZ; 
147-2;147;Non rilevabile; ;iC2;; 
147-3;147;Non rilevabile; ;iC2;; 
147-4;147;Non rilevabile; ;iC2;; 
147-5;147;Non rilevabile; ;iC2;; 
147-6;147;Non rilevabile; ;iC2;; 
148-1;148;Milano;3;iC2;ARTI_VIS, ARTIGIAN, EDUCAZ, PRODUZ; 
148-2;148;Non rilevabile; ;iC2;; 
148-3;148;Non rilevabile; ;iC2;; 
148-4;148;Non rilevabile; ;iC2;; 
149-1;149;Monza e della Brianza;Non applicabile;iC2;ARTI_VIS, DESIGN, PARTECIP, PROMOZ; 
150-1;150;Milano;Non applicabile;iC2;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ;For Profit
151-1;151;Milano;2;iC2;PATRIMON, SPETTAC, FRUIZ; 
151-2;151;Non rilevabile; ;iC2;; 
151-3;151;Non rilevabile; ;iC2;; 
152-1;152;Milano;3;iC2;ARTI_VIS, ARTIGIAN, FRUIZ, PARTECIP; 
152-2;152;Non rilevabile; ;iC2;; 
152-3;152;Non rilevabile; ;iC2;; 
152-4;152;Non rilevabile; ;iC2;; 
153-1;153;Milano;4;iC2;AUDIOVIS, EDUCAZ, PARTECIP; 
153-2;153;Non rilevabile; ;iC2;; 
153-3;153;Non rilevabile; ;iC2;; 
153-4;153;Non rilevabile; ;iC2;; 
153-5;153;Non rilevabile; ;iC2;; 
154-1;154;Milano;Non applicabile;iC2;EDITORIA, DIST_COM;For Profit
155-1;155;Milano;Non applicabile;iC2;ARTI_VIS, AUDIOVIS, DIST_COM, PRODUZ;For Profit
156-1;156;Milano;Non applicabile;iC2;ARTI_VIS, AUDIOVIS, FRUIZ, PRODUZ; 
157-1;157;Milano;Non applicabile;iC2;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ;For Profit
158-1;158;Milano;Non applicabile;iC2;ARTI_VIS, DESIGN, PARTECIP, PROMOZ; 
159-1;159;Altra provincia italiana;Non applicabile;iC2;EDITORIA, PROMOZ;For Profit
160-1;160;Altra provincia italiana;3;iC2;PATRIMON, SPETTAC, FRUIZ, PARTECIP; 
160-2;160;Non rilevabile; ;iC2;; 
160-3;160;Non rilevabile; ;iC2;; 
160-4;160;Non rilevabile; ;iC2;; 
161-1;161;Milano;Non applicabile;iC2;EDITORIA, AM_ALTRO, PRODUZ, RIC_FORM;No Profit
162-1;162;Varese;Non applicabile;iC2;PATRIMON, AM_ALTRO, CONSERV, RIC_FORM; 
163-1;163;Milano;Non applicabile;iC2;ARTIGIAN, PATRIMON, DIST_COM, PARTECIP;No Profit
164-1;164;Altra provincia italiana;Non applicabile;iC2;ARTI_VIS, PATRIMON, CONSERV; 
165-1;165;Milano;3;iC2;DESIGN, PATRIMON, EDUCAZ, PARTECIP; 
165-2;165;Non rilevabile; ;iC2;; 
165-3;165;Non rilevabile; ;iC2;; 
165-4;165;Non rilevabile; ;iC2;; 
166-1;166;Lecco;5;iC2;PATRIMON, AM_ALTRO, FRUIZ, PARTECIP; 
166-2;166;Non rilevabile; ;iC2;; 
166-3;166;Non rilevabile; ;iC2;; 
166-4;166;Non rilevabile; ;iC2;; 
166-5;166;Non rilevabile; ;iC2;; 
166-6;166;Non rilevabile; ;iC2;; 
167-1;167;Altra provincia italiana;3;iC2;PATRIMON, SPETTAC, PARTECIP, PROMOZ; 
167-2;167;Non rilevabile; ;iC2;; 
167-3;167;Non rilevabile; ;iC2;; 
167-4;167;Non rilevabile; ;iC2;; 
168-1;168;Milano;Non applicabile;iC2;ARTI_VIS, FUNDRAIS, PROMOZ;For Profit
169-1;169;Varese;Non applicabile;iC2;ARTI_VIS, EDITORIA, PROMOZ, RIC_FORM;No Profit
170-1;170;Milano;Non applicabile;iC2;ARTI_VIS, DIST_COM, PROMOZ; 
171-1;171;Milano;5;iC2;SPETTAC, FRUIZ, PRODUZ; 
171-2;171;Non rilevabile; ;iC2;; 
171-3;171;Non rilevabile; ;iC2;; 
171-4;171;Non rilevabile; ;iC2;; 
171-5;171;Non rilevabile; ;iC2;; 
171-6;171;Non rilevabile; ;iC2;; 
172-1;172;Altra provincia italiana;2;iC2;ARTIGIAN, AM_ALTRO, PRODUZ, RIC_FORM; 
172-2;172;Non rilevabile; ;iC2;; 
172-3;172;Non rilevabile; ;iC2;; 
173-1;173;Milano;Non applicabile;iC2;ARTI_VIS, AM_ALTRO, FRUIZ;No Profit
174-1;174;Milano;2;iC2;ARCH_BIB, PATRIMON, PARTECIP, PROMOZ; 
174-2;174;Non rilevabile; ;iC2;; 
174-3;174;Non rilevabile; ;iC2;; 
175-1;175;Milano;2;iC2;ARCHITET, DESIGN, PROMOZ, RIC_FORM; 
175-2;175;Non rilevabile; ;iC2;; 
175-3;175;Non rilevabile; ;iC2;; 
176-1;176;Como;Non applicabile;iC2;ARCH_BIB, DESIGN, DIST_COM, EDUCAZ;No Profit
177-1;177;Milano;3;iC2;PATRIMON, FRUIZ, PROMOZ; 
177-2;177;Non rilevabile; ;iC2;; 
177-3;177;Non rilevabile; ;iC2;; 
177-4;177;Non rilevabile; ;iC2;; 
178-1;178;Milano;Non applicabile;iC2;ARTI_VIS, PATRIMON, FRUIZ, PROMOZ;For Profit
179-1;179;Milano;Non applicabile;iC2;AUDIOVIS, DESIGN, PROMOZ;For Profit
180-1;180;Mantova;Non applicabile;iC2;PATRIMON, AM_ALTRO, PROMOZ; 
181-1;181;Monza e della Brianza;5;iC2;ARTI_VIS, DESIGN, EDUCAZ, PRODUZ; 
181-2;181;Non rilevabile; ;iC2;; 
181-3;181;Non rilevabile; ;iC2;; 
181-4;181;Non rilevabile; ;iC2;; 
181-5;181;Non rilevabile; ;iC2;; 
181-6;181;Non rilevabile; ;iC2;; 
182-1;182;Milano;2;iC2;AUDIOVIS, SPETTAC, EDUCAZ, PARTECIP; 
182-2;182;Non rilevabile; ;iC2;; 
182-3;182;Non rilevabile; ;iC2;; 
183-1;183;Milano;2;iC2;PATRIMON, SPETTAC, DIST_COM, PROMOZ; 
183-2;183;Non rilevabile; ;iC2;; 
183-3;183;Non rilevabile; ;iC2;; 
184-1;184;Milano;2;iC2;PATRIMON, AM_ALTRO, PROMOZ; 
184-2;184;Non rilevabile; ;iC2;; 
184-3;184;Non rilevabile; ;iC2;; 
185-1;185;Milano;1;iC2;ARCH_BIB, PATRIMON, EDUCAZ, PROMOZ; 
185-2;185;Non rilevabile; ;iC2;; 
