EDIZIONE,ID.PROG,ID.TEAM,PROV,ETA.CL,SESSO,TITSTUD,LAUREA,PROF,SETPROF,MODPART,TEAM,AGIURID,T.PROG,AMBITO1,AMBITO2,ARCHITET,ARCH.BIB,ARTI.VIS,ARTIGIAN,AUDIOVIS,DESIGN,EDITORIA,PATRIMON,SPETTAC,AM.ALTRO,REPLICA,REP.DOVE,REP.SETT,REP.SE.Q,AVANZAM,AVANZ.D,IMPATTO1,IMPATTO2,ACCESSO,CONSERV,DIST.COM,EDUCAZ,FRUIZ,FUNDRAIS,PARTECIP,PRODUZ,PROMOZ,RIC.FORM,INF.PROG1,INF.PROG2,CARENZA1,CARENZA2,CARENZA3,ARTISTI,TURISTI,STUDENTI,FAMIGLIE,SCUO.UNI,APPASS,OPERAT,PROF.CRE,IST.CULT,PA,IMPRESE,TAR.ALTR,FILTR.PR,filter_$
iC3,72,3,Non rilevabile,35-39 anni,Non rilevabile,Laurea,Scienze matematiche e informatiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,72,4,Non rilevabile,35-39 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,73,Proponente,Altra provincia italiana,35-39 anni,Maschio,Diploma o titolo di studio inferiore,Non applicabile, , , ,2, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Idea completamente nuova, , , ,Sperimentazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,73,2,Non rilevabile,45-49 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,73,3,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,74,Proponente,Mantova,35-39 anni,Maschio,Post-laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , ,2, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,74,2,Non rilevabile,40-44 anni,Non rilevabile,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,74,3,Non rilevabile,40-44 anni,Non rilevabile,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,75,Proponente,Altra provincia italiana,35-39 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,2, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,75,2,Non rilevabile,40-44 anni,Non rilevabile,Laurea,Scienze politiche e sociali, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,75,3,Non rilevabile,50-54 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,76,Proponente,Altra provincia italiana,45-49 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,4, , , , ,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,76,2,Non rilevabile,50-54 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,76,3,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Scienze politiche e sociali, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,76,4,Non rilevabile,60 anni e oltre,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,76,5,Non rilevabile,45-49 anni,Non rilevabile,Laurea,Scienze giuridiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,77,Proponente,Altra provincia italiana,40-44 anni,Maschio,Post-laurea,Altri settori scientifico-disciplinari, , , ,2, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,77,2,Non rilevabile,40-44 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,77,3,Non rilevabile,25-29 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,78,Proponente,Altra provincia italiana,30-34 anni,Maschio,Laurea,Ingegneria civile e Architettura, , , ,1, , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Diffusione & sviluppo, , , ,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,78,2,Non rilevabile,35-39 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,79,Proponente,Altra provincia italiana,25-29 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,2, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Concept, , , ,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente, , , , , ,Presente,Assente,Presente,Assente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,79,2,Non rilevabile,40-44 anni,Non rilevabile,Post-laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,79,3,Non rilevabile,35-39 anni,Non rilevabile,Post-laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,80,Proponente,Milano,40-44 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,2, , , , ,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente, , , , , ,Presente,Presente,Assente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,80,2,Non rilevabile,30-34 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,80,3,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,81,Proponente,Milano,30-34 anni,Maschio,Laurea,Altri settori scientifico-disciplinari, , , ,3, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente, , , , , ,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Selezionato,Not Selected
iC3,81,2,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,81,3,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,81,4,Non rilevabile,25-29 anni,Non rilevabile,Laurea,Altri settori scientifico-disciplinari, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,82,Proponente,Altra provincia italiana,55-59 anni,Maschio,Diploma o titolo di studio inferiore,Non applicabile, , , ,1, , , , ,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,82,2,Non rilevabile,Fino a 24 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,83,Proponente,Milano,25-29 anni,Femmina,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , ,3, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,83,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,83,3,Non rilevabile,35-39 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,83,4,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,84,Proponente,Milano,45-49 anni,Femmina,Post-laurea,Non rilevabile, , , ,2, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente, , , , , ,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,84,2,Non rilevabile,45-49 anni,Non rilevabile,Post-laurea,Non rilevabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,84,3,Non rilevabile,45-49 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,85,Proponente,Milano,35-39 anni,Femmina,Diploma o titolo di studio inferiore,Non applicabile, , , ,5, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Idea completamente nuova, , , ,Diffusione & sviluppo, , , ,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,85,2,Non rilevabile,60 anni e oltre,Non rilevabile,Laurea,Scienze giuridiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,85,3,Non rilevabile,60 anni e oltre,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,85,4,Non rilevabile,50-54 anni,Non rilevabile,Laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,85,5,Non rilevabile,60 anni e oltre,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,85,6,Non rilevabile,60 anni e oltre,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,86,Proponente,Altra provincia italiana,35-39 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,2, , , , ,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Idea completamente nuova, , , ,Diffusione & sviluppo, , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente, , , , , ,Assente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,86,2,Non rilevabile,40-44 anni,Non rilevabile,Post-laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,86,3,Non rilevabile,40-44 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,87,Proponente,Varese,25-29 anni,Femmina,Laurea,Scienze economiche e statistiche, , , ,3, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Idea completamente nuova, , , ,Concept, , , ,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente, , , , , ,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,87,2,Non rilevabile,50-54 anni,Non rilevabile,Laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,87,3,Non rilevabile,40-44 anni,Non rilevabile,Laurea,Non rilevabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,87,4,Non rilevabile,55-59 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,88,Proponente,Altra provincia italiana,40-44 anni,Maschio,Post-laurea,Scienze giuridiche, , , ,2, , , , ,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente, , , , , ,Presente,Assente,Presente,Assente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,88,2,Non rilevabile,35-39 anni,Non rilevabile,Post-laurea,Scienze giuridiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,88,3,Non rilevabile,50-54 anni,Non rilevabile,Post-laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,89,Proponente,Altra provincia italiana,Fino a 24 anni,Femmina,Laurea,Ingegneria civile e Architettura, , , ,1, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Presente,Presente,Assente,Assente,Selezionato,Not Selected
iC3,89,2,Non rilevabile,Fino a 24 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,90,Proponente,Altra provincia italiana,35-39 anni,Femmina,Post-laurea,Ingegneria civile e Architettura, , , ,3, , , , ,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Sperimentazione, , , ,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, , , , , ,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,90,2,Non rilevabile,35-39 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,90,3,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,90,4,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,Scienze matematiche e informatiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,91,Proponente,Altra provincia italiana,30-34 anni,Maschio,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,4, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente, , , , , ,Presente,Presente,Presente,Assente,Presente,Presente,Presente,Presente,Presente,Assente,Assente,Assente,Selezionato,Not Selected
iC3,91,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,91,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Scienze politiche e sociali, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,91,4,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,91,5,Non rilevabile,30-34 anni,Non rilevabile,Diploma o titolo di studio inferiore,Non applicabile, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,92,Proponente,Milano,35-39 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,2, , , , ,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Concept, , , ,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Presente,Selezionato,Not Selected
iC3,92,2,Non rilevabile,50-54 anni,Non rilevabile,Laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,92,3,Non rilevabile,25-29 anni,Non rilevabile,Post-laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,93,Proponente,Altra provincia italiana,30-34 anni,Femmina,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,3, , , , ,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Sperimentazione, , , ,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente, , , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
iC3,93,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,93,3,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,93,4,Non rilevabile,30-34 anni,Non rilevabile,Post-laurea,Scienze economiche e statistiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,94,Proponente,Altra provincia italiana,40-44 anni,Femmina,Post-laurea,Ingegneria civile e Architettura, , , ,3, , , , ,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Idea completamente nuova, , , ,Concept, , , ,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente, , , , , ,Assente,Presente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Selezionato,Not Selected
iC3,94,2,Non rilevabile,30-34 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,94,3,Non rilevabile,40-44 anni,Non rilevabile,Post-laurea,Ingegneria civile e Architettura, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,94,4,Non rilevabile,40-44 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,95,Proponente,Milano,45-49 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , ,4, , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Idea già realizzata altrove/simile a qualcosa di già esistente, , , ,Progettazione, , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente, , , , , ,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Assente,Selezionato,Not Selected
iC3,95,2,Non rilevabile,45-49 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,95,3,Non rilevabile,25-29 anni,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche", , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,95,4,Non rilevabile,30-34 anni,Non rilevabile,Laurea,Scienze matematiche e informatiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,95,5,Non rilevabile,55-59 anni,Non rilevabile,Laurea,Scienze matematiche e informatiche, , , , , , , , , , , , , , , , , ,Assente, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Not Selected
iC3,96,Proponente,Altra provincia italiana,40-44 anni,Femmina,Post-laurea,Ingegneria civile e Architettura, , , ,2, , , , ,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Idea completamente nuova, , , ,Progettazione, , , ,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente, , , , , ,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Presente,Presente,Assente,Selezionato,Not Selected
